customer_id,historical_on_time_ratio,avg_delay_days,repayment_consistency,partial_payment_frequency,prior_delayed_invoice_count,payment_after_followup_count,total_invoices,deterioration_trend,transaction_success_failure_pattern,invoice_acknowledgement_encoded,behavior_class
CUST-BEH-00277,0.5074,2.64,0.8604,0.3184,1,1,4,-0.1165,0.2169,1,1
CUST-BEH-00278,0.439,15.83,0.4354,0.3341,6,8,26,0.2544,0.2368,1,1
CUST-BEH-00279,0.6069,20.96,0.4968,0.0782,15,4,35,0.2575,0.0939,1,1
CUST-BEH-00280,0.5667,8.15,0.4081,0.3653,13,17,42,0.4936,0.4565,1,1
CUST-BEH-00281,0.9417,3.86,0.721,0.1313,4,3,9,0.1945,0.2064,1,0
CUST-BEH-00282,0.9471,3.22,0.2265,0.019,27,3,66,0.2689,0.055,3,0
CUST-BEH-00283,0.3,11.39,0.9073,0.0482,2,5,13,-0.3999,0.1119,2,4
CUST-BEH-00284,0.5627,13.15,0.7781,0.4769,10,14,45,-0.2641,0.0986,0,3
CUST-BEH-00285,0.2973,16.01,0.7926,0.3055,3,3,20,0.0616,0.1139,0,4
CUST-BEH-00286,0.2934,11.9,0.5649,0.0633,18,22,72,-0.2587,0.174,0,4
CUST-BEH-00287,0.5378,15.96,0.824,0.0999,17,19,69,0.2904,0.14,1,1
CUST-BEH-00288,0.6241,9.24,0.9095,0.2289,5,12,76,0.1204,0.1044,0,1
CUST-BEH-00289,0.6929,17.37,0.5525,0.2514,5,3,13,0.1005,0.3026,1,1
CUST-BEH-00290,0.3846,87.41,0.5198,0.2092,23,8,70,-0.2146,0.1218,0,4
CUST-BEH-00291,0.6476,8.19,0.682,0.3949,46,8,78,0.3899,0.23,1,1
CUST-BEH-00292,0.561,7.22,0.8133,0.1452,0,0,8,0.0868,0.0862,0,1
CUST-BEH-00293,0.8845,17.33,0.456,0.0168,3,5,12,-0.1799,0.3446,3,1
CUST-BEH-00294,0.6035,44.61,0.2362,0.3074,17,3,41,-0.0103,0.3582,0,4
CUST-BEH-00295,0.7524,14.4,0.6331,0.1658,2,3,9,-0.1207,0.2233,2,1
CUST-BEH-00296,0.6591,17.36,0.5021,0.0797,3,3,7,0.1708,0.2092,0,1
CUST-BEH-00297,0.7277,13.76,0.7895,0.1667,3,14,27,0.2276,0.0774,0,1
CUST-BEH-00298,0.7825,20.28,0.8008,0.3288,14,16,76,0.1472,0.0254,0,1
CUST-BEH-00299,0.9189,1.85,0.8567,0.6098,5,0,10,0.2193,0.0967,0,0
CUST-BEH-00300,0.222,11.29,0.7759,0.1578,3,15,38,0.0889,0.2192,0,4
CUST-BEH-00301,0.695,25.14,0.5842,0.6277,3,3,31,0.1095,0.2042,0,3
CUST-BEH-00302,0.9013,2.41,0.4212,0.3142,1,14,48,-0.0274,0.3105,0,0
CUST-BEH-00303,0.618,27.95,0.2736,0.2809,7,9,21,0.4341,0.6005,2,5
CUST-BEH-00304,0.9438,1.83,0.9382,0.1458,11,31,66,-0.1939,0.1647,0,0
CUST-BEH-00305,0.7951,18.49,0.4399,0.0868,2,2,46,0.444,0.4039,1,1
CUST-BEH-00306,0.5755,25.13,0.18,0.3437,9,3,18,0.2638,0.3292,2,1
CUST-BEH-00307,0.5712,5.24,0.5824,0.2,0,9,19,-0.3783,0.1765,0,1
CUST-BEH-00308,0.7384,21.54,0.7712,0.1461,29,18,51,0.3168,0.4337,1,1
CUST-BEH-00309,0.389,8.69,0.4072,0.1309,13,6,32,0.3356,0.0952,0,1
CUST-BEH-00310,0.6057,8.76,0.8309,0.4381,1,0,15,0.1865,0.3352,0,3
CUST-BEH-00311,0.2408,35.65,0.6424,0.5029,25,24,64,0.3726,0.1519,0,3
CUST-BEH-00312,0.517,24.82,0.6333,0.5544,2,25,50,0.1468,0.2532,0,2
CUST-BEH-00313,0.7576,10.81,0.4009,0.0426,15,12,27,0.1176,0.2068,0,1
CUST-BEH-00314,0.3515,25.38,0.6736,0.3654,4,8,30,0.1005,0.1455,1,1
CUST-BEH-00315,0.366,25.68,0.7654,0.4925,25,3,53,0.171,0.0688,0,3
CUST-BEH-00316,0.6913,26.48,0.8969,0.5017,7,17,37,-0.0675,0.2595,3,3
CUST-BEH-00317,0.6078,2.0,0.2973,0.1455,46,37,78,0.4212,0.3075,0,1
CUST-BEH-00318,0.5214,2.87,0.6631,0.1706,13,4,23,-0.2901,0.0364,1,1
CUST-BEH-00319,0.4843,16.04,0.815,0.1411,14,11,31,0.0097,0.3062,0,1
CUST-BEH-00320,0.6,9.93,0.9062,0.3633,5,2,43,-0.3849,0.231,1,1
CUST-BEH-00321,0.4867,10.48,0.4016,0.1491,19,17,63,0.1603,0.0699,3,1
CUST-BEH-00322,0.9725,0.97,0.6883,0.2014,11,34,73,-0.0866,0.2433,0,0
CUST-BEH-00323,0.3992,7.67,0.6335,0.1282,0,31,77,-0.0196,0.0903,3,1
CUST-BEH-00324,0.5132,8.65,0.6808,0.4188,27,17,73,0.1735,0.1696,1,3
CUST-BEH-00325,0.6753,0.33,0.6721,0.2023,17,4,37,-0.0559,0.3139,3,1
CUST-BEH-00326,0.429,7.02,0.824,0.3451,15,1,53,-0.2422,0.0982,0,1
CUST-BEH-00327,0.3248,23.32,0.6797,0.5727,16,10,42,0.4459,0.0797,2,3
CUST-BEH-00328,0.4133,19.26,0.6358,0.1811,4,5,23,0.4286,0.4828,0,1
CUST-BEH-00329,0.6137,10.09,0.7521,0.1108,17,20,52,-0.3021,0.1873,2,1
CUST-BEH-00330,0.1948,16.05,0.2746,0.1944,6,6,45,0.0792,0.4609,2,4
CUST-BEH-00331,0.6849,27.72,0.5456,0.4593,27,6,50,-0.3437,0.0887,0,3
CUST-BEH-00332,0.894,16.37,0.4336,0.3108,12,15,36,-0.0867,0.4046,0,1
CUST-BEH-00333,0.7487,9.72,0.4806,0.259,24,21,56,-0.0001,0.2722,0,1
CUST-BEH-00334,0.4518,15.01,0.4178,0.1034,9,5,34,0.0902,0.0304,0,1
CUST-BEH-00335,0.3071,26.25,0.5244,0.1485,6,1,39,0.3013,0.1796,0,4
CUST-BEH-00336,0.5983,16.42,0.6799,0.2504,0,6,26,0.1626,0.1885,2,1
CUST-BEH-00337,0.9277,0.53,0.3248,0.3372,35,25,60,0.4661,0.3466,0,0
CUST-BEH-00338,0.884,2.01,0.3997,0.3675,35,24,73,0.1948,0.2204,0,0
CUST-BEH-00339,0.3139,33.43,0.5223,0.2843,2,0,47,0.1717,0.1772,0,4
CUST-BEH-00340,0.2008,49.68,0.6458,0.1127,4,8,53,0.3107,0.6084,0,4
CUST-BEH-00341,0.3656,4.01,0.483,0.312,6,11,23,0.3001,0.1735,2,1
CUST-BEH-00342,0.1898,24.2,0.315,0.5083,3,7,23,0.396,0.1216,0,3
CUST-BEH-00343,0.3417,23.23,0.5222,0.0935,27,2,48,-0.2306,0.1076,0,4
CUST-BEH-00344,0.4475,5.35,0.81,0.7654,1,4,17,0.1382,0.1535,3,3
CUST-BEH-00345,0.5989,19.96,0.4439,0.2897,32,31,75,0.3208,0.4494,0,5
CUST-BEH-00346,0.9852,4.0,0.6527,0.154,1,2,17,-0.3218,0.2915,1,0
CUST-BEH-00347,0.4589,57.14,0.8449,0.2626,8,2,38,0.4848,0.1795,0,4
CUST-BEH-00348,0.6688,12.17,0.3551,0.2199,3,3,8,0.2151,0.0644,3,1
CUST-BEH-00349,0.9673,3.73,0.5744,0.2869,23,23,62,0.015,0.0494,0,0
CUST-BEH-00350,0.9464,4.57,0.9181,0.0819,5,26,53,0.3718,0.1097,0,0
CUST-BEH-00351,0.7099,5.08,0.5585,0.4239,0,9,26,-0.059,0.1264,2,1
CUST-BEH-00352,0.5433,4.48,0.6114,0.1052,21,7,46,-0.1697,0.2474,0,1
CUST-BEH-00353,0.3325,35.9,0.6059,0.0466,18,20,43,0.4491,0.1552,0,4
CUST-BEH-00354,0.9036,3.61,0.4417,0.2335,15,30,69,0.2321,0.1901,3,0
CUST-BEH-00355,0.5875,9.31,0.5032,0.3568,17,22,48,0.1014,0.0729,0,1
CUST-BEH-00356,0.4174,30.63,0.8112,0.3136,16,18,38,-0.2003,0.5083,3,4
CUST-BEH-00357,0.7708,20.0,0.8919,0.3277,21,22,72,-0.0379,0.175,2,1
CUST-BEH-00358,0.4701,5.19,0.6978,0.7654,8,0,24,0.1895,0.1968,2,3
CUST-BEH-00359,0.5954,20.58,0.7007,0.1232,16,1,71,0.2821,0.3289,0,1
CUST-BEH-00360,0.5432,17.75,0.4642,0.242,22,21,59,0.2378,0.4085,2,5
CUST-BEH-00361,0.4671,0.29,0.1684,0.1326,12,21,49,0.2521,0.3487,0,1
CUST-BEH-00362,0.8297,12.33,0.3519,0.4507,16,20,47,0.0189,0.2501,0,1
CUST-BEH-00363,0.4906,25.74,0.6742,0.063,29,7,52,-0.2206,0.1364,0,1
CUST-BEH-00364,0.6392,11.28,0.4406,0.2705,21,15,78,0.3651,0.1775,0,1
CUST-BEH-00365,0.4,23.36,0.6755,0.2996,1,1,12,-0.123,0.2106,0,1
CUST-BEH-00366,0.5726,23.31,0.434,0.1722,0,8,19,-0.164,0.1627,2,1
CUST-BEH-00367,0.7402,7.1,0.6268,0.5969,1,5,60,-0.1986,0.2457,0,1
CUST-BEH-00368,0.6619,24.1,0.2298,0.2732,0,0,7,-0.2151,0.4803,1,1
CUST-BEH-00369,0.3066,10.71,0.684,0.15,15,3,26,-0.1273,0.0072,0,4
CUST-BEH-00370,0.5396,0.64,0.1767,0.0584,2,18,49,0.3305,0.185,0,1
CUST-BEH-00371,0.2842,4.16,0.629,0.29,6,24,75,0.4745,0.3307,0,4
CUST-BEH-00372,0.5626,6.63,0.3524,0.5077,6,3,13,-0.279,0.1552,0,3
CUST-BEH-00373,0.3671,10.44,0.7025,0.2883,9,34,72,-0.0847,0.1495,0,1
CUST-BEH-00374,0.634,11.48,0.6142,0.1694,15,11,46,-0.3408,0.1207,1,1
CUST-BEH-00375,0.6367,23.24,0.3555,0.1737,18,5,37,0.4516,0.0446,1,1
CUST-BEH-00376,0.6383,15.54,0.5665,0.0855,1,12,26,0.1985,0.1367,0,1
CUST-BEH-00377,0.4508,71.38,0.6577,0.4867,1,24,55,0.1623,0.095,0,3
CUST-BEH-00378,0.9584,2.72,0.7277,0.3347,0,0,3,0.2617,0.2246,0,0
CUST-BEH-00379,0.7219,54.77,0.9851,0.3869,0,2,6,0.2106,0.0976,3,4
CUST-BEH-00380,0.7517,11.43,0.779,0.2909,17,16,34,0.4028,0.2195,1,1
CUST-BEH-00381,0.8233,18.02,0.9106,0.2479,1,14,33,0.3658,0.1269,0,1
CUST-BEH-00382,0.8656,17.88,0.5159,0.4183,14,4,24,0.3863,0.2206,0,3
CUST-BEH-00383,0.9261,1.5,0.4447,0.7436,5,12,32,-0.0027,0.1292,0,0
CUST-BEH-00384,0.2485,8.84,0.3077,0.2845,19,12,46,0.2114,0.0349,0,4
CUST-BEH-00385,0.8071,6.23,0.4306,0.2142,1,7,36,0.2216,0.0529,0,1
CUST-BEH-00386,0.7574,15.5,0.9054,0.0964,1,12,56,0.3013,0.1058,2,1
CUST-BEH-00387,0.6109,16.78,0.4045,0.3438,11,12,31,0.3751,0.486,0,5
CUST-BEH-00388,0.6441,6.89,0.872,0.1744,11,12,55,-0.1736,0.154,2,1
CUST-BEH-00389,0.6844,29.93,0.5173,0.4378,9,11,26,0.0662,0.4167,0,3
CUST-BEH-00390,0.9657,3.75,0.5781,0.1939,14,15,47,-0.2624,0.1014,2,0
CUST-BEH-00391,0.6348,6.07,0.3489,0.0578,14,10,34,-0.0311,0.323,0,1
CUST-BEH-00392,0.7524,55.06,0.7724,0.5393,0,0,5,0.2853,0.2513,0,3
CUST-BEH-00393,0.6133,13.54,0.8472,0.2853,1,3,61,-0.3508,0.4674,0,1
CUST-BEH-00394,0.753,9.65,0.9515,0.1729,3,6,17,0.1486,0.0727,0,1
CUST-BEH-00395,0.8209,15.1,0.7532,0.4047,7,22,76,-0.2862,0.2888,0,3
CUST-BEH-00396,0.4098,10.56,0.3361,0.4372,7,3,23,-0.1267,0.1618,0,3
CUST-BEH-00397,0.8805,63.53,0.5317,0.0431,1,7,45,-0.132,0.1002,0,4
CUST-BEH-00398,0.8604,14.24,0.4756,0.0691,1,13,47,0.3491,0.1122,0,1
CUST-BEH-00399,0.1386,11.14,0.172,0.5684,14,15,30,0.3795,0.3497,0,2
CUST-BEH-00400,0.4212,25.24,0.2631,0.3276,28,26,59,0.3842,0.4415,0,5
CUST-BEH-00401,0.3673,27.19,0.7047,0.1823,0,1,4,0.1465,0.3511,2,1
CUST-BEH-00402,0.2341,8.79,0.6908,0.4142,13,5,25,-0.0141,0.1617,0,3
CUST-BEH-00403,0.4838,12.6,0.7045,0.3056,22,13,45,0.4711,0.487,0,1
CUST-BEH-00404,0.3512,6.5,0.8943,0.092,3,0,66,0.2758,0.0824,3,1
CUST-BEH-00405,0.4555,31.21,0.8797,0.2164,6,4,14,-0.3814,0.3046,0,4
CUST-BEH-00406,0.4569,5.11,0.5006,0.4578,9,5,25,0.4889,0.1297,0,3
CUST-BEH-00407,0.8978,2.68,0.8258,0.3025,43,19,76,-0.3234,0.3653,1,0
CUST-BEH-00408,0.3386,19.17,0.4758,0.7873,34,16,76,0.1182,0.2468,1,3
CUST-BEH-00409,0.5658,7.06,0.7966,0.2073,2,1,70,0.4259,0.3743,0,1
CUST-BEH-00410,0.9046,11.47,0.8561,0.3543,10,3,19,0.4589,0.1063,0,1
CUST-BEH-00411,0.4477,15.47,0.4236,0.3828,3,4,12,-0.1235,0.2894,0,1
CUST-BEH-00412,0.653,9.43,0.9217,0.4356,1,3,7,0.4582,0.1565,0,1
CUST-BEH-00413,0.9364,1.5,0.7209,0.1332,1,0,13,0.0122,0.6191,0,0
CUST-BEH-00414,0.8368,3.58,0.9436,0.1409,24,9,44,0.3218,0.1134,0,1
CUST-BEH-00415,0.8816,1.05,0.9419,0.315,3,2,12,-0.1353,0.2187,0,0
CUST-BEH-00416,0.508,3.66,0.7833,0.2679,14,25,63,0.2366,0.1788,2,1
CUST-BEH-00417,0.9067,23.71,0.6006,0.1469,16,6,62,0.1848,0.1436,3,1
CUST-BEH-00418,0.5828,17.93,0.2104,0.1602,23,15,43,0.1568,0.4213,1,5
CUST-BEH-00419,0.9172,10.37,0.6699,0.5509,0,0,4,-0.228,0.3675,3,1
CUST-BEH-00420,0.6962,9.78,0.233,0.6834,6,1,13,0.2007,0.4216,0,1
CUST-BEH-00421,0.5765,9.33,0.7366,0.3871,0,10,56,-0.2112,0.1434,0,1
CUST-BEH-00422,0.5546,3.79,0.6932,0.1939,8,2,15,0.2656,0.0706,2,1
CUST-BEH-00423,0.5775,3.66,0.8828,0.4381,31,26,52,-0.341,0.1393,0,2
CUST-BEH-00424,0.4393,10.53,0.5022,0.5392,17,18,36,0.1845,0.0919,1,2
CUST-BEH-00425,0.4166,16.46,0.5435,0.1987,23,23,61,0.3053,0.6148,3,5
CUST-BEH-00426,0.4063,8.99,0.9006,0.3178,25,26,71,0.4145,0.267,0,1
CUST-BEH-00427,0.7045,11.55,0.3339,0.2022,1,10,23,0.4687,0.2343,3,1
CUST-BEH-00428,0.5222,4.31,0.3417,0.4613,28,25,59,0.1281,0.269,0,3
CUST-BEH-00429,0.7068,24.11,0.5856,0.3125,10,11,22,0.1221,0.0925,0,2
CUST-BEH-00430,0.679,9.1,0.6719,0.3167,10,3,39,-0.3945,0.1231,0,1
CUST-BEH-00431,0.6632,17.69,0.6836,0.8063,15,1,26,0.2662,0.0643,0,3
CUST-BEH-00432,0.7404,2.65,0.6866,0.1275,22,25,66,-0.2941,0.2784,0,1
CUST-BEH-00433,0.7145,19.76,0.8405,0.243,11,12,63,0.3216,0.3646,0,1
CUST-BEH-00434,0.7833,7.84,0.5365,0.3494,6,0,11,-0.2999,0.0885,0,1
CUST-BEH-00435,0.7714,10.59,0.3598,0.1377,0,3,24,0.0219,0.0605,0,1
CUST-BEH-00436,0.4365,12.67,0.3816,0.1217,12,7,76,0.413,0.209,1,1
CUST-BEH-00437,0.9302,3.03,0.4438,0.2093,22,13,77,0.2161,0.3438,3,0
CUST-BEH-00438,0.7913,16.98,0.2732,0.1699,31,5,67,-0.165,0.07,0,1
CUST-BEH-00439,0.3521,14.34,0.6132,0.2627,14,8,37,0.4084,0.0671,2,1
CUST-BEH-00440,0.5735,25.38,0.3286,0.3324,19,18,41,0.3197,0.6219,0,5
CUST-BEH-00441,0.9655,3.64,0.8656,0.5526,21,18,60,-0.0527,0.105,0,0
CUST-BEH-00442,0.9208,2.6,0.336,0.2251,0,0,4,0.19,0.1709,3,0
CUST-BEH-00443,0.7306,26.84,0.7709,0.1565,0,35,75,0.0185,0.2823,0,1
CUST-BEH-00444,0.7795,10.29,0.4343,0.2407,17,29,68,0.4076,0.264,0,1
CUST-BEH-00445,0.5685,15.12,0.7619,0.161,11,12,77,-0.2394,0.4725,2,1
CUST-BEH-00446,0.8239,13.13,0.8502,0.6032,10,4,29,-0.0559,0.0572,0,1
CUST-BEH-00447,0.5842,40.42,0.4095,0.2598,22,3,49,-0.1794,0.1237,1,4
CUST-BEH-00448,0.8354,28.77,0.8475,0.2277,24,31,79,-0.335,0.1318,0,1
CUST-BEH-00449,0.5991,17.11,0.5062,0.2496,32,18,49,0.4107,0.6935,1,5
CUST-BEH-00450,0.6628,18.68,0.7912,0.4976,1,4,25,0.0711,0.2033,0,3
CUST-BEH-00451,0.2666,45.75,0.7036,0.3851,20,10,37,-0.0455,0.1596,0,4
CUST-BEH-00452,0.3874,9.8,0.6336,0.3599,6,5,29,0.3147,0.1954,2,1
CUST-BEH-00453,0.4972,30.76,0.8753,0.1062,0,3,9,0.3822,0.1779,1,4
CUST-BEH-00454,0.4833,34.77,0.2697,0.2514,5,16,64,-0.0865,0.2309,0,4
CUST-BEH-00455,0.1523,16.89,0.8109,0.5269,17,25,54,-0.112,0.0509,1,3
CUST-BEH-00456,0.428,24.15,0.4957,0.354,26,13,49,0.4427,0.0907,0,1
CUST-BEH-00457,0.6541,2.11,0.6065,0.3298,3,13,58,0.2408,0.1049,0,1
CUST-BEH-00458,0.7916,28.05,0.4618,0.5149,25,33,63,0.1308,0.2878,1,2
CUST-BEH-00459,0.6316,16.36,0.7288,0.628,12,17,71,0.065,0.0595,1,3
CUST-BEH-00460,0.4637,4.05,0.5772,0.0085,9,10,56,-0.1512,0.5046,0,1
CUST-BEH-00461,0.4598,4.15,0.6862,0.0367,7,0,18,0.15,0.2248,0,1
CUST-BEH-00462,0.9715,1.25,0.2779,0.1371,18,11,57,-0.0514,0.2154,1,0
CUST-BEH-00463,0.5458,44.57,0.6589,0.2335,14,0,49,-0.1744,0.2317,1,4
CUST-BEH-00464,0.5607,13.08,0.7512,0.2662,23,28,60,0.0332,0.1807,0,1
CUST-BEH-00465,0.6338,21.0,0.7675,0.2429,33,2,65,0.4398,0.2633,0,1
CUST-BEH-00466,0.9812,1.72,0.283,0.4174,7,17,54,-0.1656,0.1121,0,0
CUST-BEH-00467,0.4128,24.58,0.4532,0.5118,2,1,9,-0.0695,0.1348,1,3
CUST-BEH-00468,0.3867,5.41,0.6437,0.2783,23,24,45,0.1146,0.1676,1,2
CUST-BEH-00469,0.8326,16.13,0.86,0.248,12,3,40,-0.1465,0.273,1,1
CUST-BEH-00470,0.9266,3.28,0.8599,0.3334,23,0,69,-0.3246,0.0691,0,0
CUST-BEH-00471,0.8915,4.49,0.5429,0.2348,39,4,69,-0.2891,0.1849,0,0
CUST-BEH-00472,0.4582,22.34,0.6946,0.2175,1,1,19,-0.259,0.3113,0,1
CUST-BEH-00473,0.2947,7.29,0.6826,0.3157,42,37,78,0.2488,0.1037,1,4
CUST-BEH-00474,0.5777,13.16,0.7426,0.1935,1,4,32,-0.2392,0.5125,0,1
CUST-BEH-00475,0.7573,32.54,0.4265,0.4204,0,7,19,-0.2545,0.3139,0,3
CUST-BEH-00476,0.4378,14.81,0.9831,0.5645,8,8,19,0.1127,0.2032,0,3
CUST-BEH-00477,0.3757,13.62,0.4296,0.085,6,11,25,0.2523,0.3607,0,1
CUST-BEH-00478,0.6581,2.06,0.7493,0.1675,1,5,18,-0.0712,0.0175,1,1
CUST-BEH-00479,0.5681,13.38,0.2021,0.229,16,13,35,0.2323,0.7009,3,5
CUST-BEH-00480,0.6171,15.08,0.5765,0.1084,21,16,78,-0.3976,0.4005,0,1
CUST-BEH-00481,0.5858,11.48,0.5358,0.3254,3,5,12,0.0681,0.134,0,1
CUST-BEH-00482,0.5412,4.15,0.7124,0.2189,1,17,42,0.028,0.4453,1,1
CUST-BEH-00483,0.6124,42.29,0.5196,0.1667,12,3,27,-0.0645,0.7743,3,4
CUST-BEH-00484,0.969,2.22,0.661,0.2788,22,13,51,-0.3816,0.0823,0,0
CUST-BEH-00485,0.7387,26.36,0.7717,0.0657,5,0,17,-0.2127,0.0888,0,1
CUST-BEH-00486,0.5476,23.68,0.7558,0.1518,11,28,68,0.2356,0.194,1,1
CUST-BEH-00487,0.9174,4.23,0.2321,0.1462,24,23,72,0.035,0.1115,0,0
CUST-BEH-00488,0.5359,20.08,0.4375,0.3621,38,29,66,0.176,0.5638,2,5
CUST-BEH-00489,0.9558,2.31,0.6713,0.4102,7,0,16,-0.3618,0.0691,3,0
CUST-BEH-00490,0.4291,37.43,0.475,0.5262,1,8,39,-0.161,0.1604,0,3
CUST-BEH-00491,0.7989,32.54,0.5234,0.3242,27,18,55,-0.086,0.2577,0,4
CUST-BEH-00492,0.6669,11.09,0.7662,0.2098,12,1,44,-0.1285,0.2926,2,1
CUST-BEH-00493,0.1381,19.5,0.5241,0.3197,5,5,24,0.0148,0.3161,0,4
CUST-BEH-00494,0.645,12.07,0.7787,0.1562,10,15,49,-0.1946,0.1403,1,1
CUST-BEH-00495,0.9554,2.82,0.4191,0.1282,0,0,3,0.351,0.1587,0,0
CUST-BEH-00496,0.41,8.14,0.6834,0.2098,14,2,24,0.19,0.2553,0,1
CUST-BEH-00497,0.9279,3.51,0.4664,0.1342,2,26,56,0.205,0.2579,0,0
CUST-BEH-00498,0.6524,18.21,0.5212,0.6262,7,6,18,-0.1341,0.3537,0,3
CUST-BEH-00499,0.9367,8.49,0.7145,0.378,7,13,25,-0.3975,0.1331,0,1
CUST-BEH-00500,0.3827,18.45,0.525,0.126,36,14,63,-0.2464,0.1367,1,1
CUST-BEH-00501,0.2956,15.49,0.3743,0.4789,7,4,48,0.4586,0.0198,0,3
CUST-BEH-00502,0.5523,2.79,0.51,0.3392,5,0,10,0.3279,0.0212,0,1
CUST-BEH-00503,0.5794,19.54,0.7502,0.0314,43,19,77,-0.0131,0.0905,0,1
CUST-BEH-00504,0.4369,5.85,0.6556,0.175,24,37,80,0.1144,0.3234,0,1
CUST-BEH-00505,0.4375,11.57,0.3723,0.3661,3,12,33,-0.3342,0.109,0,1
CUST-BEH-00506,0.696,9.38,0.6718,0.0383,34,12,63,0.2598,0.0813,2,1
CUST-BEH-00507,0.4896,23.95,0.5155,0.3182,38,27,60,0.2825,0.456,0,5
CUST-BEH-00508,0.6643,6.62,0.5364,0.6386,1,3,25,-0.1985,0.1473,0,1
CUST-BEH-00509,0.3103,22.66,0.5135,0.3118,0,3,9,0.2473,0.3403,1,4
CUST-BEH-00510,0.4865,13.29,0.5944,0.5201,3,22,47,0.4356,0.1379,1,3
CUST-BEH-00511,0.3924,7.69,0.7003,0.3325,0,3,11,-0.0315,0.3862,0,1
CUST-BEH-00512,0.6107,8.0,0.6749,0.4475,0,3,42,0.3497,0.1451,0,3
CUST-BEH-00513,0.7532,5.0,0.6438,0.5554,9,12,38,-0.2058,0.0292,0,1
CUST-BEH-00514,0.8652,5.95,0.8782,0.4104,1,18,47,0.0642,0.244,2,1
CUST-BEH-00515,0.8988,4.13,0.6187,0.4646,4,1,10,-0.0195,0.1782,2,0
CUST-BEH-00516,0.9018,2.23,0.7019,0.2692,13,29,77,0.0266,0.031,0,0
CUST-BEH-00517,0.6596,9.91,0.82,0.2327,23,18,76,0.4673,0.0599,2,1
CUST-BEH-00518,0.6964,3.73,0.3675,0.5642,13,6,48,-0.3874,0.2024,1,1
CUST-BEH-00519,0.6593,25.73,0.2984,0.1559,1,0,4,-0.2046,0.1591,0,1
CUST-BEH-00520,0.4696,8.84,0.7484,0.144,5,2,9,0.2969,0.3052,2,1
CUST-BEH-00521,0.9404,4.37,0.6896,0.4968,10,17,41,0.1633,0.3628,0,0
CUST-BEH-00522,0.5408,8.02,0.3594,0.4909,37,15,67,0.209,0.184,0,3
CUST-BEH-00523,0.9423,3.16,0.4613,0.4962,6,22,72,-0.1232,0.1905,0,0
CUST-BEH-00524,0.5679,12.61,0.4828,0.1645,0,21,47,-0.3656,0.1572,0,1
CUST-BEH-00525,0.6396,16.15,0.3759,0.3706,9,1,27,-0.1129,0.3376,0,1
CUST-BEH-00526,0.4567,21.8,0.7269,0.7089,9,3,34,0.3511,0.1625,1,3
CUST-BEH-00527,0.8913,4.21,0.6147,0.0438,1,8,29,0.0308,0.1293,2,0
CUST-BEH-00528,0.7344,5.22,0.1866,0.0764,4,8,42,0.0303,0.0691,0,1
CUST-BEH-00529,0.5205,6.28,0.4822,0.1115,27,17,68,0.1477,0.1683,2,1
CUST-BEH-00530,0.6241,6.72,0.8719,0.3012,25,13,58,0.3594,0.3112,1,1
CUST-BEH-00531,0.4131,6.72,0.886,0.2887,31,6,55,0.3851,0.0774,1,1
CUST-BEH-00532,0.5781,17.11,0.7896,0.4006,5,18,68,-0.2916,0.186,0,3
CUST-BEH-00533,0.7675,13.18,0.9009,0.2295,20,7,45,-0.2769,0.0753,2,1
CUST-BEH-00534,0.5926,22.6,0.3443,0.3343,14,11,31,0.4192,0.4929,2,5
CUST-BEH-00535,0.9335,2.28,0.5807,0.1179,24,25,64,-0.1688,0.1066,0,0
CUST-BEH-00536,0.684,27.41,0.1917,0.1257,25,23,64,0.3371,0.1361,0,1
CUST-BEH-00537,0.5247,6.38,0.6533,0.3131,12,10,55,0.4149,0.0656,1,1
CUST-BEH-00538,0.7779,26.76,0.8384,0.3561,26,7,70,-0.3379,0.1002,2,1
CUST-BEH-00539,0.456,21.83,0.4087,0.2084,6,3,10,0.4275,0.4656,0,5
CUST-BEH-00540,0.7109,13.61,0.8267,0.6775,29,18,57,0.45,0.1392,0,1
CUST-BEH-00541,0.6545,17.06,0.7145,0.3417,10,17,59,0.1514,0.0851,1,1
CUST-BEH-00542,0.6118,3.06,0.8475,0.7461,10,5,46,0.2016,0.1887,0,3
CUST-BEH-00543,0.6593,10.7,0.2455,0.144,26,11,50,0.1487,0.2304,3,1
CUST-BEH-00544,0.8313,14.64,0.8201,0.3089,36,3,68,-0.2049,0.1919,0,1
CUST-BEH-00545,0.6657,15.41,0.593,0.6527,4,9,45,0.2546,0.4499,0,3
CUST-BEH-00546,0.4731,11.15,0.8688,0.6498,4,1,8,0.041,0.1284,0,3
CUST-BEH-00547,0.5087,12.69,0.7027,0.7408,17,9,49,0.4046,0.062,0,3
CUST-BEH-00548,0.5482,12.3,0.7567,0.1431,3,20,38,0.2156,0.3665,1,2
CUST-BEH-00549,0.8905,1.72,0.6225,0.0917,6,6,39,0.0778,0.2766,1,0
CUST-BEH-00550,0.8559,0.6,0.74,0.4495,11,12,37,-0.185,0.0436,2,0
CUST-BEH-00551,0.7621,31.51,0.8056,0.3775,4,2,21,0.3293,0.4871,0,4
CUST-BEH-00552,0.7064,18.2,0.9073,0.1328,1,23,52,-0.1319,0.0903,2,1
CUST-BEH-00553,0.55,25.96,0.4458,0.2891,45,35,75,0.2641,0.579,2,5
CUST-BEH-00554,0.4444,11.81,0.5699,0.4112,39,31,73,0.4908,0.2624,1,3
